Cod.IBGE,Instituição,UF,Valor
2403400,Prefeitura Municipal de Equador - RN,RN,37370141.43
3548401,Prefeitura Municipal de Santópolis do Aguapeí - SP,SP,37367683.12
2504702,Prefeitura Municipal de Congo - PB,PB,37353116.83
2406205,Prefeitura Municipal de Lagoa d'Anta - RN,RN,37350693.199999996
4321469,Prefeitura Municipal de Tio Hugo - RS,RS,37336754.800000004
5206602,Prefeitura Municipal de Cumari - GO,GO,37336086.64
3110103,Prefeitura Municipal de Caiana - MG,MG,37297928.47
3540408,Prefeitura Municipal de Populina - SP,SP,37258512.76
4322152,Prefeitura Municipal de Tunas - RS,RS,37250815.67
5203939,Prefeitura Municipal de Buriti de Goiás - GO,GO,37243319.74
2200806,Prefeitura Municipal de Antônio Almeida - PI,PI,37242240.07
2413102,Prefeitura Municipal de Senador Elói de Souza - RN,RN,37239919.79000001
2806503,Prefeitura Municipal de Santa Rosa de Lima - SE,SE,37230356.84
3129657,Prefeitura Municipal de Ibiracatu - MG,MG,37226545.96
4202438,Prefeitura Municipal de Bocaina do Sul - SC,SC,37190246.57
3143153,Prefeitura Municipal de Monte Formoso - MG,MG,37186606.69
4312377,Prefeitura Municipal de Monte Alegre dos Campos - RS,RS,37172431.88
4312203,Prefeitura Municipal de Maximiliano de Almeida - RS,RS,37171725.32
2202752,Prefeitura Municipal de Colônia do Gurguéia - PI,PI,37164107.93
1701101,Prefeitura Municipal de Aparecida do Rio Negro - TO,TO,37149711.43
2201002,Prefeitura Municipal de Arraial - PI,PI,37110461.43
2207751,Prefeitura Municipal de Passagem Franca do Piauí - PI,PI,37108048.81
3112109,Prefeitura Municipal de Caparaó - MG,MG,37105799.44
3121308,Prefeitura Municipal de Descoberto - MG,MG,37098570.35
5214861,Prefeitura Municipal de Nova Glória - GO,GO,37070356.51
3159704,Prefeitura Municipal de Santa Rosa da Serra - MG,MG,37062498.85
4211652,Prefeitura Municipal de Novo Horizonte - SC,SC,37053421.88
2513208,Prefeitura Municipal de Santa Cruz - PB,PB,37048049.33
3170479,Prefeitura Municipal de Uruana de Minas - MG,MG,37039581.129999995
2111573,Prefeitura Municipal de São Pedro dos Crentes - MA,MA,37015174.87
3162252,Prefeitura Municipal de São João da Lagoa - MG,MG,37002051.45
3510104,Prefeitura Municipal de Cândido Rodrigues - SP,SP,36996166.42
1717008,Prefeitura Municipal de Pindorama do Tocantins - TO,TO,36986873.31999999
4210050,Prefeitura Municipal de Macieira - SC,SC,36967682.489999995
3134301,Prefeitura Municipal de Itumirim - MG,MG,36955923.74
4301925,Prefeitura Municipal de Barra do Rio Azul - RS,RS,36942001.43
3108800,Prefeitura Municipal de Braúnas - MG,MG,36904656.629999995
3121803,Prefeitura Municipal de Dionísio - MG,MG,36901226.29
3165909,Prefeitura Municipal de Senador Modestino Gonçalves - MG,MG,36891493.64
3141504,Prefeitura Municipal de Mendes Pimentel - MG,MG,36876955.39
4210555,Prefeitura Municipal de Marema - SC,SC,36873849.4
3157609,Prefeitura Municipal de Santa Fé de Minas - MG,MG,36854547.58
3146404,Prefeitura Municipal de Paineiras - MG,MG,36851784.54
1720101,Prefeitura Municipal de São Bento do Tocantins - TO,TO,36841738.57
4202875,Prefeitura Municipal de Brunópolis - SC,SC,36826054.379999995
2510204,Prefeitura Municipal de Nova Olinda - PB,PB,36810571.03
2203859,Prefeitura Municipal de Floresta do Piauí - PI,PI,36805176.89
4306320,Prefeitura Municipal de Derrubadas - RS,RS,36773509.66
3554607,Prefeitura Municipal de Timburi - SP,SP,36762733.45
4322327,Prefeitura Municipal de Turuçu - RS,RS,36743091.980000004
4313086,Prefeitura Municipal de Nova Pádua - RS,RS,36733494.64
4212403,Prefeitura Municipal de Pedras Grandes - SC,SC,36694493.669999994
3119500,Prefeitura Municipal de Coronel Murta - MG,MG,36689203.86
3156452,Prefeitura Municipal de Rosário da Limeira - MG,MG,36680624.22
4316428,Prefeitura Municipal de Sagrada Família - RS,RS,36679121.760000005
2202075,Prefeitura Municipal de Cajazeiras do Piauí - PI,PI,36667668.36
2501351,Prefeitura Municipal de Assunção - PB,PB,36658508.51
3105509,Prefeitura Municipal de Barão de Monte Alto - MG,MG,36626922.82
2408508,Prefeitura Municipal de Ouro Branco - RN,RN,36625669.15
2201770,Prefeitura Municipal de Boa Hora - PI,PI,36619743.019999996
3112653,Prefeitura Municipal de Capitão Andrade - MG,MG,36617584.7
3127206,Prefeitura Municipal de Funilândia - MG,MG,36617250.64
5219357,Prefeitura Municipal de Santa Isabel - GO,GO,36612517.93
5202353,Prefeitura Municipal de Arenópolis - GO,GO,36609587.75
3554904,Prefeitura Municipal de Três Fronteiras - SP,SP,36606577.13
4201109,Prefeitura Municipal de Anitápolis - SC,SC,36577052.4
5219001,Prefeitura Municipal de Sanclerlândia - GO,GO,36567423.98
2405207,Prefeitura Municipal de Janduís - RN,RN,36564889.59
3126406,Prefeitura Municipal de Fortuna de Minas - MG,MG,36555416.15
4311270,Prefeitura Municipal de Lagoa dos Três Cantos - RS,RS,36523842.71
4315958,Prefeitura Municipal de Rolador - RS,RS,36520104.59
3110202,Prefeitura Municipal de Cajuri - MG,MG,36516241.69
3120409,Prefeitura Municipal de Cristiano Otoni - MG,MG,36512583.69
2504207,Prefeitura Municipal de Catingueira - PB,PB,36505651.0
4204152,Prefeitura Municipal de Celso Ramos - SC,SC,36449556.46
3522653,Prefeitura Municipal de Itapirapuã Paulista - SP,SP,36447504.13
4212056,Prefeitura Municipal de Palmeira - SC,SC,36440460.589999996
4108551,Prefeitura Municipal de Godoy Moreira - PR,PR,36415537.1
2203255,Prefeitura Municipal de Curralinhos - PI,PI,36398817.46
2201945,Prefeitura Municipal de Boqueirão do Piauí - PI,PI,36397897.76
2500205,Prefeitura Municipal de Aguiar - PB,PB,36391472.93
5221577,Prefeitura Municipal de Uirapuru - GO,GO,36365442.29
4307450,Prefeitura Municipal de Esperança do Sul - RS,RS,36354500.68
1700350,Prefeitura Municipal de Aliança do Tocantins - TO,TO,36351713.01
2413706,Prefeitura Municipal de Sítio Novo - RN,RN,36347544.68
4103404,Prefeitura Municipal de Cafeara - PR,PR,36336226.02
3145372,Prefeitura Municipal de Novorizonte - MG,MG,36332586.11
3145802,Prefeitura Municipal de Onça de Pitangui - MG,MG,36318442.97
2207553,Prefeitura Municipal de Paquetá - PI,PI,36303541.39
3170651,Prefeitura Municipal de Vargem Grande do Rio Pardo - MG,MG,36276018.68
3150208,Prefeitura Municipal de Piedade de Ponte Nova - MG,MG,36270495.65
2407302,Prefeitura Municipal de Marcelino Vieira - RN,RN,36268851.23
4305447,Prefeitura Municipal de Chuvisca - RS,RS,36256802.69
3155306,Prefeitura Municipal de Rio Manso - MG,MG,36245977.769999996
2200459,Prefeitura Municipal de Alvorada do Gurguéia - PI,PI,36242266.379999995
3544400,Prefeitura Municipal de Rubiácea - SP,SP,36229987.44
2401859,Prefeitura Municipal de Caiçara do Norte - RN,RN,36210579.25
3171154,Prefeitura Municipal de Vermelho Novo - MG,MG,36204472.06
3115474,Prefeitura Municipal de Catuti - MG,MG,36186838.51
2502904,Prefeitura Municipal de Brejo dos Santos - PB,PB,36179240.739999995
3536901,Prefeitura Municipal de Pedranópolis - SP,SP,36164075.74
2402907,Prefeitura Municipal de Coronel João Pessoa - RN,RN,36155461.43
4312443,Prefeitura Municipal de Morrinhos do Sul - RS,RS,36127593.910000004
3157658,Prefeitura Municipal de Santa Helena de Minas - MG,MG,36121538.8
2918902,Prefeitura Municipal de Lajedão - BA,BA,36118419.59
5220280,Prefeitura Municipal de São Patrício - GO,GO,36094519.05
2801108,Prefeitura Municipal de Canhoba - SE,SE,36085419.41
3146255,Prefeitura Municipal de Padre Carvalho - MG,MG,36076278.04
4201802,Prefeitura Municipal de Atalanta - SC,SC,36075070.809999995
4117214,Prefeitura Municipal de Nova Santa Bárbara - PR,PR,36071951.47
2111631,Prefeitura Municipal de São Raimundo do Doca Bezerra - MA,MA,36056354.32
3163300,Prefeitura Municipal de São José do Divino - MG,MG,36049025.43
3155108,Prefeitura Municipal de Rio do Prado - MG,MG,36031890.15
4323754,Prefeitura Municipal de Vitória das Missões - RS,RS,36025559.89
4205159,Prefeitura Municipal de Doutor Pedrinho - SC,SC,36018284.0
3513306,Prefeitura Municipal de Cruzália - SP,SP,36009352.08
3166006,Prefeitura Municipal de Senhora de Oliveira - MG,MG,35994622.36
2206670,Prefeitura Municipal de Morro do Chapéu do Piauí - PI,PI,35989791.08
2512721,Prefeitura Municipal de Pedro Régis - PB,PB,35987679.69
3167806,Prefeitura Municipal de Soledade de Minas - MG,MG,35962201.47
1101476,Prefeitura Municipal de Primavera de Rondônia - RO,RO,35955829.129999995
3104452,Prefeitura Municipal de Aricanduva - MG,MG,35948335.8
4320354,Prefeitura Municipal de Sentinela do Sul - RS,RS,35938939.48
4108106,Prefeitura Municipal de Flórida - PR,PR,35914608.41
3505005,Prefeitura Municipal de Barão de Antonina - SP,SP,35884390.51
5201603,Prefeitura Municipal de Araçu - GO,GO,35883981.93
4320859,Prefeitura Municipal de Tabaí - RS,RS,35871666.339999996
3171907,Prefeitura Municipal de Virgolândia - MG,MG,35857114.83
2209005,Prefeitura Municipal de Rio Grande do Piauí - PI,PI,35852428.51
5219605,Prefeitura Municipal de Santa Tereza de Goiás - GO,GO,35848254.41
4312385,Prefeitura Municipal de Monte Belo do Sul - RS,RS,35834520.49
3120102,Prefeitura Municipal de Couto de Magalhães de Minas - MG,MG,35797858.57
2201572,Prefeitura Municipal de Belém do Piauí - PI,PI,35756228.83
4213351,Prefeitura Municipal de Ponte Alta do Norte - SC,SC,35740597.74
2407252,Prefeitura Municipal de Major Sales - RN,RN,35715188.26
4102703,Prefeitura Municipal de Barra do Jacaré - PR,PR,35713824.56
4312427,Prefeitura Municipal de Mormaço - RS,RS,35701384.34
3150901,Prefeitura Municipal de Piranguçu - MG,MG,35692610.76
3527801,Prefeitura Municipal de Lupércio - SP,SP,35686718.24
4113429,Prefeitura Municipal de Lidianópolis - PR,PR,35682326.59
4204178,Prefeitura Municipal de Cerro Negro - SC,SC,35669460.54
2403756,Prefeitura Municipal de Fernando Pedroza - RN,RN,35668659.78
4314753,Prefeitura Municipal de Poço das Antas - RS,RS,35667018.6
3122207,Prefeitura Municipal de Divinolândia de Minas - MG,MG,35666441.17
4106555,Prefeitura Municipal de Corumbataí do Sul - PR,PR,35662972.51
2509503,Prefeitura Municipal de Montadas - PB,PB,35658255.269999996
4112900,Prefeitura Municipal de Jundiaí do Sul - PR,PR,35647472.81
3150406,Prefeitura Municipal de Piedade dos Gerais - MG,MG,35638379.75
2505600,Prefeitura Municipal de Diamante - PB,PB,35636214.73
2512762,Prefeitura Municipal de Riachão do Poço - PB,PB,35628412.46
2807006,Prefeitura Municipal de São Miguel do Aleixo - SE,SE,35615685.37
3150539,Prefeitura Municipal de Pingo-d'Água - MG,MG,35606472.87
4313441,Prefeitura Municipal de Novo Tiradentes - RS,RS,35603530.1
4211850,Prefeitura Municipal de Ouro Verde - SC,SC,35538906.43
3525805,Prefeitura Municipal de Júlio Mesquita - SP,SP,35538172.910000004
3140209,Prefeitura Municipal de Maripá de Minas - MG,MG,35535057.79
2204550,Prefeitura Municipal de Guaribas - PI,PI,35529539.35
3542800,Prefeitura Municipal de Ribeira - SP,SP,35528204.95
4101051,Prefeitura Municipal de Anahy - PR,PR,35526452.370000005
2412708,Prefeitura Municipal de São Pedro - RN,RN,35515005.88
3545100,Prefeitura Municipal de Salmourão - SP,SP,35472183.59
5200829,Prefeitura Municipal de Amaralina - GO,GO,35470530.69
4206751,Prefeitura Municipal de Ibiam - SC,SC,35464547.29
3167509,Prefeitura Municipal de Simão Pereira - MG,MG,35454213.09
3120839,Prefeitura Municipal de Cuparaque - MG,MG,35438504.85
5215207,Prefeitura Municipal de Novo Brasil - GO,GO,35438014.89
4311981,Prefeitura Municipal de Mariana Pimentel - RS,RS,35408295.3
2508554,Prefeitura Municipal de Logradouro - PB,PB,35376589.41
3105202,Prefeitura Municipal de Bandeira - MG,MG,35370551.43
4112603,Prefeitura Municipal de Jardim Olinda - PR,PR,35366127.199999996
5221452,Prefeitura Municipal de Trombas - GO,GO,35347930.910000004
2413607,Prefeitura Municipal de Severiano Melo - RN,RN,35337414.49
4202537,Prefeitura Municipal de Bom Jesus - SC,SC,35302152.57
3138500,Prefeitura Municipal de Liberdade - MG,MG,35289846.370000005
4211256,Prefeitura Municipal de Morro Grande - SC,SC,35278431.74
5221908,Prefeitura Municipal de Varjão - GO,GO,35266283.699999996
5216007,Prefeitura Municipal de Panamá - GO,GO,35260425.6
2411908,Prefeitura Municipal de São Francisco do Oeste - RN,RN,35252031.06
3136520,Prefeitura Municipal de José Gonçalves de Minas - MG,MG,35190095.03
3122702,Prefeitura Municipal de Dom Silvério - MG,MG,35183639.2
4202081,Prefeitura Municipal de Bandeirante - SC,SC,35175525.78
4210852,Prefeitura Municipal de Mirim Doce - SC,SC,35173761.71
2501534,Prefeitura Municipal de Baraúna - PB,PB,35170673.11
3144904,Prefeitura Municipal de Nova Módica - MG,MG,35149495.57
2101350,Prefeitura Municipal de Bacurituba - MA,MA,35149214.97
3121902,Prefeitura Municipal de Divinésia - MG,MG,35141402.339999996
2512747,Prefeitura Municipal de Riachão - PB,PB,35122227.86
5203104,Prefeitura Municipal de Baliza - GO,GO,35120499.11
4301552,Prefeitura Municipal de Áurea - RS,RS,35116432.82
2806909,Prefeitura Municipal de São Francisco - SE,SE,35064343.980000004
4217105,Prefeitura Municipal de São Martinho - SC,SC,35062352.879999995
3163409,Prefeitura Municipal de São José do Goiabal - MG,MG,35059989.89
2509339,Prefeitura Municipal de Matinhas - PB,PB,35047997.96
4125456,Prefeitura Municipal de São José das Palmeiras - PR,PR,35047756.29
4213153,Prefeitura Municipal de Planalto Alegre - SC,SC,35043478.52
2502201,Prefeitura Municipal de Bom Jesus - PB,PB,35042508.65
3164100,Prefeitura Municipal de São Pedro do Suaçuí - MG,MG,35040532.73
1712801,Prefeitura Municipal de Maurilândia do Tocantins - TO,TO,35039778.63
3547106,Prefeitura Municipal de Santa Mercedes - SP,SP,35028790.67
2105658,Prefeitura Municipal de Junco do Maranhão - MA,MA,35027816.7
5203807,Prefeitura Municipal de Britânia - GO,GO,35022752.22
2803104,Prefeitura Municipal de Itabi - SE,SE,35019610.089999996
4116406,Prefeitura Municipal de Nossa Senhora das Graças - PR,PR,34994460.24
3135001,Prefeitura Municipal de Jaguaraçu - MG,MG,34981444.07
3532868,Prefeitura Municipal de Nova Castilho - SP,SP,34974115.35
2209856,Prefeitura Municipal de São João da Canabrava - PI,PI,34972845.32
3132008,Prefeitura Municipal de Itacambira - MG,MG,34959396.94
2411007,Prefeitura Municipal de Rodolfo Fernandes - RN,RN,34949769.79
5204607,Prefeitura Municipal de Campestre de Goiás - GO,GO,34940352.43
2412104,Prefeitura Municipal de São João do Sabugi - RN,RN,34938998.43
2900108,Prefeitura Municipal de Abaíra - BA,BA,34933096.71
2200053,Prefeitura Municipal de Acauã - PI,PI,34930019.769999996
3111705,Prefeitura Municipal de Canaã - MG,MG,34920819.23
3514924,Prefeitura Municipal de Elisiário - SP,SP,34901495.68
2201988,Prefeitura Municipal de Brejo do Piauí - PI,PI,34896684.61
2502607,Prefeitura Municipal de Igaracy - PB,PB,34874666.62
2104701,Prefeitura Municipal de Graça Aranha - MA,MA,34871253.78
4106100,Prefeitura Municipal de Conselheiro Mairinck - PR,PR,34861571.39
3141702,Prefeitura Municipal de Mesquita - MG,MG,34853530.54
4318432,Prefeitura Municipal de São João do Polêsine - RS,RS,34851573.64
4101853,Prefeitura Municipal de Ariranha do Ivaí - PR,PR,34845833.839999996
2209401,Prefeitura Municipal de Santo Antônio de Lisboa - PI,PI,34821006.26
1710706,Prefeitura Municipal de Itaguatins - TO,TO,34820748.42
4115903,Prefeitura Municipal de Mirador - PR,PR,34814628.75
2400901,Prefeitura Municipal de Antônio Martins - RN,RN,34786738.660000004
5213855,Prefeitura Municipal de Morro Agudo de Goiás - GO,GO,34786045.56
3107208,Prefeitura Municipal de Bocaina de Minas - MG,MG,34785722.52
2202539,Prefeitura Municipal de Caraúbas do Piauí - PI,PI,34782989.19
3123304,Prefeitura Municipal de Dores do Turvo - MG,MG,34732574.01
3138682,Prefeitura Municipal de Luislândia - MG,MG,34727974.410000004
2202711,Prefeitura Municipal de Cocal de Telha - PI,PI,34726384.46
3135076,Prefeitura Municipal de Jampruca - MG,MG,34719163.93
3520608,Prefeitura Municipal de Indiana - SP,SP,34716567.52
1705607,Prefeitura Municipal de Conceição do Tocantins - TO,TO,34711461.489999995
4305157,Prefeitura Municipal de Cerro Grande - RS,RS,34710343.14
2401602,Prefeitura Municipal de Bento Fernandes - RN,RN,34710196.53
2207405,Prefeitura Municipal de Palmeira do Piauí - PI,PI,34694642.75
3127073,Prefeitura Municipal de Fruta de Leite - MG,MG,34691014.17
3541109,Prefeitura Municipal de Presidente Alves - SP,SP,34687747.54
2511707,Prefeitura Municipal de Pilõezinhos - PB,PB,34677300.64
3103801,Prefeitura Municipal de Arapuá - MG,MG,34663064.07
4204756,Prefeitura Municipal de Cunhataí - SC,SC,34660645.89
3117405,Prefeitura Municipal de Conceição de Ipanema - MG,MG,34653459.7
2202653,Prefeitura Municipal de Caxingó - PI,PI,34645828.82
4310462,Prefeitura Municipal de Ipiranga do Sul - RS,RS,34645588.52
3147808,Prefeitura Municipal de Passa-Vinte - MG,MG,34628918.29
3140605,Prefeitura Municipal de Materlândia - MG,MG,34627950.04
2413201,Prefeitura Municipal de Senador Georgino Avelino - RN,RN,34614954.21
3516804,Prefeitura Municipal de Gastão Vidigal - SP,SP,34586282.26
4321493,Prefeitura Municipal de Toropi - RS,RS,34581497.96
3128253,Prefeitura Municipal de Guaraciama - MG,MG,34559822.81
3156106,Prefeitura Municipal de Ritápolis - MG,MG,34556923.17
3122504,Prefeitura Municipal de Dom Cavati - MG,MG,34554773.55
3164431,Prefeitura Municipal de São Sebastião da Vargem Alegre - MG,MG,34554477.65
5221007,Prefeitura Municipal de Taquaral de Goiás - GO,GO,34550067.58
2210904,Prefeitura Municipal de Socorro do Piauí - PI,PI,34544305.49
4320321,Prefeitura Municipal de Senador Salgado Filho - RS,RS,34542793.93
5213772,Prefeitura Municipal de Montividiu do Norte - GO,GO,34537970.54
3155900,Prefeitura Municipal de Rio Preto - MG,MG,34537236.69
5210562,Prefeitura Municipal de Itaguari - GO,GO,34533800.97
3122470,Prefeitura Municipal de Dom Bosco - MG,MG,34519806.38
3144375,Prefeitura Municipal de Natalândia - MG,MG,34519191.06
4310850,Prefeitura Municipal de Jaboticaba - RS,RS,34512683.4
5107297,Prefeitura Municipal de São José do Povo - MT,MT,34509633.910000004
2511004,Prefeitura Municipal de Pedra Branca - PB,PB,34504315.32
4309126,Prefeitura Municipal de Gramado dos Loureiros - RS,RS,34491475.94
3106606,Prefeitura Municipal de Bertópolis - MG,MG,34491090.91
3106655,Prefeitura Municipal de Berizal - MG,MG,34488748.980000004
2206704,Prefeitura Municipal de Nazaré do Piauí - PI,PI,34486986.64
3148202,Prefeitura Municipal de Patrocínio do Muriaé - MG,MG,34478107.269999996
2704906,Prefeitura Municipal de Mar Vermelho - AL,AL,34474414.86
2409332,Prefeitura Municipal de Santa Maria - RN,RN,34472416.61
5202601,Prefeitura Municipal de Aurilândia - GO,GO,34469062.27
2515807,Prefeitura Municipal de Serra Redonda - PB,PB,34460381.61
3150307,Prefeitura Municipal de Piedade do Rio Grande - MG,MG,34457609.47
2211357,Prefeitura Municipal de Várzea Branca - PI,PI,34457594.96
3135902,Prefeitura Municipal de Jesuânia - MG,MG,34453411.91
2410702,Prefeitura Municipal de Riacho da Cruz - RN,RN,34446489.269999996
2512200,Prefeitura Municipal de Prata - PB,PB,34440754.36
3531001,Prefeitura Municipal de Monções - SP,SP,34438464.23
4302600,Prefeitura Municipal de Braga - RS,RS,34434987.86
2514008,Prefeitura Municipal de São João do Cariri - PB,PB,34434177.39
4121307,Prefeitura Municipal de Rancho Alegre - PR,PR,34428783.75
3119708,Prefeitura Municipal de Coronel Xavier Chaves - MG,MG,34424874.76
2209104,Prefeitura Municipal de Santa Cruz do Piauí - PI,PI,34413561.66
3148400,Prefeitura Municipal de Paulistas - MG,MG,34407331.83
5204557,Prefeitura Municipal de Caldazinha - GO,GO,34404361.39
3158102,Prefeitura Municipal de Santa Maria do Salto - MG,MG,34402136.24
4205431,Prefeitura Municipal de Formosa do Sul - SC,SC,34401783.440000005
4122107,Prefeitura Municipal de Rio Bom - PR,PR,34396798.75
2929354,Prefeitura Municipal de São José da Vitória - BA,BA,34391234.62
3141207,Prefeitura Municipal de Matutina - MG,MG,34387590.95
2502102,Prefeitura Municipal de Boa Ventura - PB,PB,34369995.26
4102752,Prefeitura Municipal de Bela Vista da Caroba - PR,PR,34364855.35
2505352,Prefeitura Municipal de Damião - PB,PB,34343173.870000005
3157302,Prefeitura Municipal de Santa Bárbara do Tugúrio - MG,MG,34326909.01
2402808,Prefeitura Municipal de Coronel Ezequiel - RN,RN,34325455.27
4311734,Prefeitura Municipal de Mampituba - RS,RS,34314666.98
2401909,Prefeitura Municipal de Caiçara do Rio do Vento - RN,RN,34298775.4
3153103,Prefeitura Municipal de Presidente Bernardes - MG,MG,34266367.45
3152131,Prefeitura Municipal de Ponto Chique - MG,MG,34265711.35
2101806,Prefeitura Municipal de Benedito Leite - MA,MA,34261971.27
5214101,Prefeitura Municipal de Mutunópolis - GO,GO,34255969.03
2801900,Prefeitura Municipal de Cumbe - SE,SE,34254494.94
3534500,Prefeitura Municipal de Oscar Bressane - SP,SP,34253059.379999995
4306429,Prefeitura Municipal de Dois Irmãos das Missões - RS,RS,34241469.98
4213906,Prefeitura Municipal de Presidente Castello Branco - SC,SC,34238874.11
3111150,Prefeitura Municipal de Campo Azul - MG,MG,34236119.86
2201705,Prefeitura Municipal de Bertolínia - PI,PI,34189633.51
3144409,Prefeitura Municipal de Natércia - MG,MG,34161037.11
1718550,Prefeitura Municipal de Riachinho - TO,TO,34146327.92
3508900,Prefeitura Municipal de Caiabu - SP,SP,34143582.54
4320651,Prefeitura Municipal de Silveira Martins - RS,RS,34137980.06
3104403,Prefeitura Municipal de Argirita - MG,MG,34137400.03
3171402,Prefeitura Municipal de Vieiras - MG,MG,34130268.74
3102209,Prefeitura Municipal de Alvarenga - MG,MG,34126266.72
2203420,Prefeitura Municipal de Domingos Mourão - PI,PI,34110511.99
4217758,Prefeitura Municipal de Sul Brasil - SC,SC,34098450.82
3170305,Prefeitura Municipal de Umburatiba - MG,MG,34079246.85
4317558,Prefeitura Municipal de Santo Antônio do Palma - RS,RS,34073311.160000004
2413557,Prefeitura Municipal de Serrinha dos Pintos - RN,RN,34067878.53
4314555,Prefeitura Municipal de Pirapó - RS,RS,34047553.56
4202578,Prefeitura Municipal de Bom Jesus do Oeste - SC,SC,34042924.6
3120607,Prefeitura Municipal de Crucilândia - MG,MG,34006142.0
3169059,Prefeitura Municipal de Tocos do Moji - MG,MG,34004933.79
4123204,Prefeitura Municipal de Santa Cecília do Pavão - PR,PR,34002864.6
4128302,Prefeitura Municipal de Uniflor - PR,PR,33997225.24
2405405,Prefeitura Municipal de Japi - RN,RN,33997023.050000004
2513653,Prefeitura Municipal de Joca Claudino - PB,PB,33996007.74
3138302,Prefeitura Municipal de Leandro Ferreira - MG,MG,33982291.08
3536570,Prefeitura Municipal de Paulistânia - SP,SP,33973676.75
2514107,Prefeitura Municipal de São João do Tigre - PB,PB,33958807.51
3109253,Prefeitura Municipal de Bugre - MG,MG,33958575.25
2513802,Prefeitura Municipal de Santa Teresinha - PB,PB,33949531.12
4321626,Prefeitura Municipal de Travesseiro - RS,RS,33946134.11
3142254,Prefeitura Municipal de Miravânia - MG,MG,33938547.24
4306072,Prefeitura Municipal de Cristal do Sul - RS,RS,33915481.18
3149507,Prefeitura Municipal de Pequeri - MG,MG,33910657.89
4315057,Prefeitura Municipal de Porto Mauá - RS,RS,33908848.84
3157377,Prefeitura Municipal de Santa Cruz de Salinas - MG,MG,33888099.25
3136108,Prefeitura Municipal de Joanésia - MG,MG,33879275.36
2408409,Prefeitura Municipal de Olho-d'Água do Borges - RN,RN,33877801.550000004
4205555,Prefeitura Municipal de Frei Rogério - SC,SC,33870166.67
3143609,Prefeitura Municipal de Morro da Garça - MG,MG,33869741.17
1708254,Prefeitura Municipal de Fortaleza do Tabocão - TO,TO,33866633.769999996
3522158,Prefeitura Municipal de Itaóca - SP,SP,33858713.65
5209804,Prefeitura Municipal de Hidrolina - GO,GO,33851328.94
3153202,Prefeitura Municipal de Presidente Juscelino - MG,MG,33848154.3
3547403,Prefeitura Municipal de Santa Rita d'Oeste - SP,SP,33844802.910000004
3136579,Prefeitura Municipal de Josenópolis - MG,MG,33836912.35
3123858,Prefeitura Municipal de Entre Folhas - MG,MG,33834323.57
4124202,Prefeitura Municipal de Santo Antônio do Caiuá - PR,PR,33811504.53
3109600,Prefeitura Municipal de Cachoeira da Prata - MG,MG,33802919.190000005
3114709,Prefeitura Municipal de Carvalhópolis - MG,MG,33717451.36
3507159,Prefeitura Municipal de Bom Sucesso de Itararé - SP,SP,33704619.29
3536257,Prefeitura Municipal de Parisi - SP,SP,33697107.82
4323101,Prefeitura Municipal de Vicente Dutra - RS,RS,33689732.580000006
3510906,Prefeitura Municipal de Cássia dos Coqueiros - SP,SP,33638760.33
2414753,Prefeitura Municipal de Venha-Ver - RN,RN,33628178.86
3145505,Prefeitura Municipal de Olímpio Noronha - MG,MG,33614240.839999996
4210704,Prefeitura Municipal de Matos Costa - SC,SC,33613660.83
2209302,Prefeitura Municipal de Santa Luz - PI,PI,33608157.46
3551207,Prefeitura Municipal de Sarutaiá - SP,SP,33605441.17
4319703,Prefeitura Municipal de São Valentim - RS,RS,33603272.56
4322343,Prefeitura Municipal de Ubiretama - RS,RS,33599937.04
4119251,Prefeitura Municipal de Pinhal de São Bento - PR,PR,33597513.35
2107308,Prefeitura Municipal de Nova Iorque - MA,MA,33596089.5
2807303,Prefeitura Municipal de Telha - SE,SE,33581372.87
2201929,Prefeitura Municipal de Bonfim do Piauí - PI,PI,33580510.9
3161601,Prefeitura Municipal de São Geraldo da Piedade - MG,MG,33578664.93
1703107,Prefeitura Municipal de Barrolândia - TO,TO,33574280.129999995
2204105,Prefeitura Municipal de Francisco Ayres - PI,PI,33544067.6
4215752,Prefeitura Municipal de São Bernardino - SC,SC,33535269.88
4308250,Prefeitura Municipal de Floriano Peixoto - RS,RS,33502006.02
2510303,Prefeitura Municipal de Nova Palmeira - PB,PB,33496392.17
4318440,Prefeitura Municipal de São Jorge - RS,RS,33489056.99
1712702,Prefeitura Municipal de Mateiros - TO,TO,33476111.51
2514404,Prefeitura Municipal de São José de Espinharas - PB,PB,33466399.13
2206050,Prefeitura Municipal de Massapê do Piauí - PI,PI,33453648.79
1720978,Prefeitura Municipal de Talismã - TO,TO,33446474.279999997
2204006,Prefeitura Municipal de Francinópolis - PI,PI,33438695.97
3110806,Prefeitura Municipal de Campanário - MG,MG,33423242.32
4110656,Prefeitura Municipal de Iracema do Oeste - PR,PR,33417566.33
3136553,Prefeitura Municipal de José Raydan - MG,MG,33404547.96
3533809,Prefeitura Municipal de Óleo - SP,SP,33399620.58
3160207,Prefeitura Municipal de Santo Antônio do Itambé - MG,MG,33397714.03
2910206,Prefeitura Municipal de Dom Macedo Costa - BA,BA,33392096.32
5218706,Prefeitura Municipal de Rianápolis - GO,GO,33388631.47
2513000,Prefeitura Municipal de Salgadinho - PB,PB,33387557.65
4309753,Prefeitura Municipal de Ibarama - RS,RS,33383591.07
2500577,Prefeitura Municipal de Algodão de Jandaíra - PB,PB,33360872.37
